Artist,Album,Weight,Tags,Published
Boards of Canada,Music Has the Right to Children,19116216570925108,"ambient, idm, electronic, electronica, 1998","30 Nov 2009, 14:05"
Boards of Canada,The Campfire Headphase,17341244266880616,"ambient, electronic, idm, electronica, downtempo","26 Mar 2009, 06:11"
Boards of Canada,Geogaddi,7658988503796133,"ambient, electronic, idm, electronica, 2002","27 Sep 2013, 08:35"
Stars of the Lid,and Their Refinement of the Decline,5541695318023549,"ambient, drone, 2007, melancholy, modern classical",
Eluvium,Copia,4438666628119778,"ambient, instrumental, 2007, relaxing, electronic","22 Jul 2013, 13:24"
Jónsi & Alex,Riceboy Sleeps,3770419963313728,"ambient, icelandic, 2009, favorite albums, albums I own","09 Aug 2009, 00:56"
Boards of Canada,Hi Scores,3718065330414500,"ambient, electronic, downtempo, idm, Ambient Techno","27 Sep 2013, 08:34"
Brian Eno,Ambient 1: Music for Airports,3517548945568125,"ambient, electronic, 1978, experimental, favorite albums","31 Jan 2009, 09:59"
Helios,Eingya,3359978426500378.5,"ambient, instrumental, chillout, electronica, favourite albums",
Boards of Canada,In a Beautiful Place Out in the Country,3327083281389584.5,"idm, ambient, electronic, chillout, 2000","23 Sep 2008, 03:42"
Tycho,Dive,2661617338604390.5,"electronic, downtempo, idm, 2011, ambient","27 Sep 2012, 15:32"
Ulrich Schnauss,Far Away Trains Passing By,2394592712336356,"ambient, electronic, downtempo, chillout, albums I own",
Ulrich Schnauss,A Strangely Isolated Place,2383910842505362.5,"electronic, ambient, electronica, chillout, shoegaze",
Tycho,Past Is Prologue,2324403352261065,"electronic, ambient, electronica, idm, downtempo",
Brian Eno,Another Green World,2302907141259771.5,"ambient, experimental, electronic, art rock, 1975","24 Jan 2009, 13:40"
Carbon Based Lifeforms,Hydroponic Garden,2232643004123662.5,"ambient, chillout, electronic, soundscape, experimental","27 Aug 2018, 06:10"
Grouper,Dragging a Dead Deer Up a Hill,2200327342765625,"ambient, 2008, drone, shoegaze, Type Records","22 Apr 2009, 21:23"
Brian Eno,Thursday Afternoon,2103975913536000,"ambient, gotanygoodmusic, best mouth in rock, hi fidelity, 1985",
Boards of Canada,Tomorrow's Harvest,2064587685841625,"2013, ambient, idm, electronic, Warp","01 May 2013, 20:26"
Brian Eno,Apollo,1890018142454633.2,"ambient, Progressive Electronic, electronic, chillout, 1983",
Carbon Based Lifeforms,World of Sleepers,1861523245881669.5,"ambient, psychill, electronic, trance, swedish","27 Aug 2018, 06:11"
Max Richter,The Blue Notebooks,1803562304340598.2,"post-classical, contemporary classical, neoclassical, modern classical, neo-classical","05 Sep 2008, 00:55"
Boards of Canada,Twoism,1644741102445402.5,"idm, electronic, downtempo, ambient, albums I own","27 Sep 2013, 08:34"
Ólafur Arnalds,Eulogy for Evolution,1622171224691610,"piano, contemporary classical, neoclassical, post-classical, ambient","05 Nov 2015, 20:59"
Jon Hopkins,Immunity,1362240301665746.2,"2013, idm, best of 2013, electronic, microhouse","06 May 2013, 12:42"
Tycho,Awake,1317188929153650,"2014, electronic, indie, instrumental, ambient","22 Jun 2014, 20:41"
Jon Hopkins,Insides,1315294381464630,"indie, downtempo, idm, electronic, electronica","28 Mar 2009, 05:33"
Ólafur Arnalds,Living Room Songs,1225793252217000,"contemporary classical, neoclassical, post-classical, neo-classical, modern classical",
Max Richter,Sleep,1162367195800204,"ambient, contemporary classical, modern classical, neo-classical, piano","16 Jan 2016, 03:59"
C418,Minecraft - Volume Alpha,1020835391682240.6,"ambient, Soundtrack, electronic, 2011, chillout","05 Mar 2011, 08:24"
Jon Hopkins,Opalescent,1006010508570486.1,"ambient, electronica, ambient chill, electronic, piano",
Boards of Canada,Boc Maxima,987205464264452,"ambient, idm, electronic, electronica, downtempo","25 Feb 2009, 01:12"
William Basinski,The Disintegration Loops,964422689641500,"ambient, minimalism, tape music, experimental, 2002","02 Aug 2010, 11:33"
Carbon Based Lifeforms,Interloper,935985880712960,"ambient, chillout, 2010, downtempo, electronic","27 Aug 2018, 06:12"
The Orb,The Orb's Adventures Beyond the Ultraworld,920761457945097.5,"electronic, ambient, chillout, 1991, electronica","17 Mar 2010, 19:39"
Tim Hecker,"Ravedeath, 1972",906216673384162.5,"ambient, 2011, drone, experimental, kranky","06 Feb 2011, 13:15"
