Artist,Album,Weight,Tags,Published
Sabaton,Coat of Arms,9629421865459200,"Power metal, heavy metal, 2010, war metal, albums I own","30 Sep 2011, 14:27"
DragonForce,Inhuman Rampage,9462920275467540,"Power metal, albums I own, speed metal, Extreme Power Metal, metal","15 Jul 2010, 13:36"
DragonForce,Sonic Firestorm,7214336085418000,"Power metal, speed metal, Extreme Power Metal, metal, albums I own","09 Oct 2008, 17:54"
Sonata Arctica,Ecliptica,5530842978875538,"Power metal, albums I own, metal, symphonic metal, melodic metal","19 Dec 2013, 05:45"
Sabaton,Carolus Rex,4612208467560525,"Power metal, 2012, heavy metal, metal, symphonic metal","07 Apr 2012, 09:37"
Sonata Arctica,Silence,4339679517521692,"Power metal, albums I own, melodic metal, finnish, metal","26 Nov 2013, 04:42"
Meduza,Piece Of Your Heart,3546247157510400,,
Sonata Arctica,Reckoning Night,2521308570768925.5,"Power metal, albums I own, symphonic metal, melodic metal, finnish","09 Nov 2013, 01:54"
Kamelot,The Black Halo,2485521896367427.5,"Power metal, Progressive metal, albums I own, symphonic metal, Melodic Power Metal","03 Sep 2008, 01:14"
Sabaton,The Art of War,1996832337696000,"Power metal, war metal, metal, albums I own, heavy metal","19 Sep 2008, 16:07"
HammerFall,Crimson Thunder,1803082325046825,"Power metal, heavy metal, metal, albums I own, swedish","23 Mar 2009, 16:59"
Blind Guardian,Nightfall in Middle-Earth,1784241138690407.8,"Power metal, Tolkien, albums I own, concept album, metal","02 Feb 2010, 09:23"
Blind Guardian,A Twist in the Myth,1751368793960000,"Power metal, albums I own, Progressive metal, heavy metal, metal","02 Feb 2010, 09:30"
DragonForce,Valley of the Damned,1572838085185027.2,"Power metal, speed metal, albums I own, heavy metal, metal","09 Oct 2008, 18:01"
Avantasia,The Scarecrow,1453606016698418.2,"Power metal, symphonic metal, albums I own, hard rock, melodic metal",
Sonata Arctica,Winterheart's Guild,1427407244389938,"Power metal, albums I own, symphonic metal, melodic metal, 2003","29 Dec 2013, 15:28"
DragonForce,Ultra Beatdown,1323845931536700,"Power metal, speed metal, Extreme Power Metal, metal, albums I own","06 Sep 2008, 19:25"
Sabaton,Primo Victoria,1317669089617422.5,"Power metal, heavy metal, war metal, Sabaton, albums I own","22 Jan 2010, 11:50"
Sonata Arctica,Unia,1314860386618800,"Power metal, Progressive metal, albums I own, melodic metal, metal","15 Dec 2013, 20:36"
Avantasia,The Metal Opera,1262528317889254.2,"Power metal, symphonic metal, metal opera, albums I own, heavy metal",
Iced Earth,Something Wicked This Way Comes,1241237393503019,"Power metal, heavy metal, thrash metal, albums I own, 1998","15 Mar 2012, 12:37"
Rhapsody,Dawn of Victory,1184958544739193,"Power metal, symphonic metal, symphonic power metal, albums I own, epic metal",
Kamelot,Epica,1130092812686703,"Power metal, symphonic metal, Progressive metal, Melodic Power Metal, albums I own","03 Sep 2008, 01:16"
Iced Earth,The Dark Saga,1006832050928800,"Power metal, heavy metal, thrash metal, albums I own, metal","15 Mar 2012, 12:35"
HammerFall,Glory to the Brave,1004332045640000,"Power metal, heavy metal, metal, albums I own, Hammerfall","23 Mar 2009, 17:02"
HammerFall,Legacy of Kings,994439226946420.1,"Power metal, heavy metal, metal, swedish, albums I own","23 Mar 2009, 17:04"
Kamelot,Ghost Opera,968598482957474.4,"Power metal, symphonic metal, albums I own, symphonic power metal, metal","27 Sep 2013, 21:37"
Angra,Rebirth,950643221014641,"Power metal, heavy metal, metal, Progressive metal, melodic metal","12 Apr 2019, 00:02"
Blind Guardian,Somewhere Far Beyond,946949775784320.1,"Power metal, speed metal, albums I own, 1992, heavy metal","02 Feb 2010, 09:17"
Stratovarius,Visions,941503432100000,"Power metal, albums I own, 1997, stratovarius, symphonic metal","12 Jun 2011, 19:34"
Demons & Wizards,Demons & Wizards,936815621227808.4,"Power metal, metal, heavy metal, albums I own, melodic metal",
HammerFall,Renegade,921869421167753.9,"Power metal, heavy metal, metal, albums I own, 2000","23 Mar 2009, 17:03"
Blind Guardian,A Night at the Opera,913823819552895.9,"Power metal, symphonic metal, Progressive metal, epic metal, albums I own","02 Feb 2010, 09:27"
Gamma Ray,Heading For Tomorrow,903964557954000,"Power metal, heavy metal, speed metal, albums I own, Melodic Power Metal","27 Jul 2017, 00:15"
