Artist,Album,Weight,Tags,Published
A Day to Remember,Homesick,24265973618604652,"post-hardcore, metalcore, pop punk, hardcore, 2009","06 Sep 2009, 16:17"
Escape the Fate,Dying Is Your Latest Fashion,15683142648812034,"post-hardcore, screamo, emocore, albums I own, emo","12 Jun 2010, 19:32"
Enter Shikari,Take To The Skies,15674147115705000,"post-hardcore, trancecore, albums I own, hardcore, Nintendocore","24 Oct 2012, 10:14"
A Day to Remember,What Separates Me from You,14633367641516844,"post-hardcore, pop punk, 2010, metalcore, hardcore","16 Jan 2011, 13:17"
A Day to Remember,For Those Who Have Heart,11408705479800190,"post-hardcore, metalcore, pop punk, hardcore, 2007","18 Aug 2008, 06:52"
At the Drive-In,Relationship of Command,10875260379594546,"post-hardcore, albums I own, favourite albums, favorite albums, 2000","04 Jan 2013, 01:42"
Saosin,Saosin,8744782411149750,"post-hardcore, albums I own, emo, screamo, emocore","29 Jun 2020, 19:00"
Alexisonfire,Crisis,8073995495252539,"post-hardcore, albums I own, screamo, emo, emocore",
Story of the Year,Page Avenue,6444089942917736,"emo, post-hardcore, rock, alternative, alternative rock",
A Day to Remember,And Their Name Was Treason,5682328419570614,"metalcore, post-hardcore, hardcore, pop punk, emocore","18 Aug 2008, 06:56"
Alexisonfire,Watch Out!,5419802340771694,"post-hardcore, albums I own, screamo, hardcore, emocore",
Silverstein,Discovering the Waterfront,4574470625320413,"post-hardcore, albums I own, emo, screamo, emocore","28 Aug 2008, 05:27"
We Came As Romans,To Plant a Seed,4486052290193136,"post-hardcore, metalcore, hardcore, 2009, screamo","25 Mar 2010, 16:01"
Thrice,The Artist In The Ambulance,4244160076642200,"post-hardcore, albums I own, favorite albums, thrice, rock",
Asking Alexandria,Stand Up And Scream,4092534185824246,"metalcore, post-hardcore, hardcore, screamo, electronic","17 Nov 2010, 13:33"
blessthefall,His Last Walk,3806668516812990,"emocore, post-hardcore, metalcore, screamo, hardcore",
Fugazi,13 Songs,3318996866433727.5,"post-hardcore, punk, 1989, albums I own, favourite albums","10 Sep 2010, 03:44"
Thrice,Vheissu,3133849569787219.5,"post-hardcore, albums I own, rock, experimental, favorite albums",
Chiodos,All's Well That Ends Well,3030656227185344,"post-hardcore, screamo, albums I own, hardcore, post hardcore",
Enter Shikari,Common Dreads,2862983439648129.5,"post-hardcore, trancecore, 2009, albums I own, favourite albums","28 May 2009, 19:01"
Escape the Fate,This War Is Ours,2756194466763889,"post-hardcore, 2008, emocore, post hardcore, hardcore","19 Feb 2009, 16:48"
The Fall of Troy,Doppelganger,2676277568615891,"post-hardcore, experimental, albums I own, Progressive, favorite albums","29 Aug 2008, 10:57"
