Artist,Album,Weight,Tags,Published
Bullet for My Valentine,The Poison,38667548954150344,"metalcore, albums I own, metal, hardcore, emocore","05 Oct 2008, 04:34"
Avenged Sevenfold,Avenged Sevenfold,28763483221419924,"hard rock, heavy metal, albums I own, metal, metalcore","19 Dec 2008, 20:24"
Avenged Sevenfold,City of Evil,23871633980747230,"metal, hard rock, albums I own, metalcore, heavy metal","28 Jul 2020, 13:42"
Bullet for My Valentine,Fever,22447871214508324,"metalcore, 2010, heavy metal, metal, melodic metalcore","01 May 2010, 19:59"
Avenged Sevenfold,Waking The Fallen,19194602019535800,"metalcore, metal, albums I own, 2003, hard rock","20 Jul 2013, 08:29"
Lamb of God,Ashes Of The Wake,16746940333480350,"albums I own, metalcore, groove metal, metal, thrash metal","25 Aug 2010, 13:29"
Avenged Sevenfold,Nightmare,15601743263960124,"hard rock, 2010, heavy metal, metalcore, alternative metal","22 Jul 2010, 05:42"
Trivium,Ascendancy,13018854269273222,"metalcore, thrash metal, albums I own, metal, 2005","30 Jul 2010, 22:53"
Killswitch Engage,As Daylight Dies,12272868285436868,"metalcore, albums I own, metal, melodic metalcore, hardcore","19 Oct 2009, 14:11"
As I Lay Dying,An Ocean Between Us,11472691483164168,"metalcore, albums I own, Melodic Death Metal, hardcore, metal","05 Nov 2008, 04:09"
Lamb of God,Sacrament,11368400614255610,"metalcore, groove metal, thrash metal, albums I own, metal","25 Aug 2010, 13:28"
Bullet for My Valentine,Scream Aim Fire,10860911503857718,"metalcore, albums I own, metal, thrash metal, heavy metal","05 Oct 2008, 04:41"
In This Moment,Blood,10256948429410800,"metalcore, metal, alternative metal, 2012, industrial metal",
All That Remains,The Fall of Ideals,10155956247780024,"metalcore, Melodic Death Metal, metal, albums I own, melodic metalcore","05 Nov 2008, 03:57"
Chimaira,Resurrection,8998686257064900,"metalcore, groove metal, metal, albums I own, thrash metal","16 Sep 2008, 15:57"
Atreyu,Lead Sails Paper Anchor,7378336357360542,"metalcore, hard rock, albums I own, rock, metal","08 May 2009, 18:54"
As I Lay Dying,Shadows Are Security,6715032409386642,"metalcore, albums I own, metal, hardcore, 2005","30 Jul 2010, 22:47"
