Artist,Album,Weight,Tags,Published
МИМО ВСЕЛЕННОЙ,Разрушительные сны,6690514152000,4,
Pol 3.14,Bipolar,3970178100000,,
Pol 3.14,Pol 3.14,1396030516140,,
Ryokuoushoku Shakai,Shout Baby,1229394375000,,
Secret Nation,Secret Nation,1199426454625,,
Scott & Brendo,And Away We Go,659193720461.5385,,
Dean Ray,Dean Ray,608968675224.0001,2014,
Scott & Brendo,West Coast,528968550000,,
Dean Ray,I O U (A Heartache),447004356600,,
Scott & Brendo,Northwest,378781006500,,
Mi Capitán,Drenad el Sena,349240334598.8166,,
Mi Capitán,Algo Inesperado,349200359200,,
Китай,После дождя,315341392600,,
The Lionheads,City On Fire,301806867600,,
Andy Cherry,Nothing Left To Fear,288638962213,,
Scott & Brendo,One Afternoon,272935080600,,
Lucky Uke,"Please, Please Stay",245437514400,,
Pol 3.14,Jóvenes Eternamente,239418557222.22223,,
Pol 3.14,A Ras de Cielo (3 Metros Sobre el Cielo),223942615000,,
Scott & Brendo,One More Time (feat. Travis Van Hoff),219525079200,,
Tim Freitag,Hold On,208951877750,,
Scott & Brendo,Beat Calls,208115887200,,
Secret Nation,Pt. 2,193245027642.85715,,
МИМО ВСЕЛЕННОЙ,Три сотни дней,172510734000,,
Ryokuoushoku Shakai,Singalong,143153019000,,
Scott & Brendo,Kitten Air,137962759800,,
Эмма М,Beautiful Life,133998038200,,
Twiggys,Twiggys,131043000000,,
Those Who Dream,Monster,122454134400,,
Scott & Brendo,Knock the Dominoes,120312279100,,
Би-2 & Чичерина,НАШИ УШИ,114230343000,,
Китай,Осень,111154598800,,
Secret Nation,World I Wanted,106561500000,,
Andy Cherry,Our God's Alive,103511680800,,
Grosu,VOVA,102151368000,,
Эмма М,Перемотай,95076597000,,
Ryokuoushoku Shakai,sabotage,91466288511.1111,,
Those Who Dream,Violet,90219052000,,
Эмма М,С Новым годом!,89731224000,,
МИМО ВСЕЛЕННОЙ,"Позвони ему, дура",88633036800,,
СвобоDA,Мама,72603778500,,
Secret Nation,Take My Hand,71713765200,,
Lucky Uke,Lucky Uke,67917777209.72222,,
Secret Nation,Believe,64464285600,,
Andreu Rifé,Ping Pong,63457587892.56198,,
Joana Espadinha,O material tem sempre razão,62424426000,,
The Hara,Animals,60877028700,,
The Hara,FYI,52281320000,,
Secret Nation,The Rise,47835081150,,
Fool's Garden,High Time,44139164160,,
Dean Ray,Coming Back,42569828500,,
Эмма М,Штрихкоды,42380661035.50296,,
The Lionheads,Human Walk,42180716440,,
Jason Mraz Mash-Up With Chriss,Happy Feet OST,42091830000,,
Китай,Мое сердце,36216960000,,
Scott & Brendo,Somewhere,34088145000,,
Christina Perri feat. Steve Kazee,The Twilight Saga: Breaking Dawn - Part 2 (Original Motion Picture Soundtrack),33059130000,,
Fool's Garden,For Sale,31507701388.16327,"Fools Garden, future pop",
Эмма М,1,31164927591.83673,,
Li yugang,刚好遇见你,30710724000,,
Secret Nation,Home,27748560000,,
Scott & Brendo,The Cool Guys EP,27380114521.875,,
Ginge,Pré-Jogo,27356438200,,
Scott & Brendo,Little Voices,26813864000,,
Soulfire Revolution,Revival,25955184749.999996,,
Fool's Garden,High Times: Best Of / Unplugged: Best Of,23181575400,,
Михаил Бублик,Музыка про неё,22485168000,,
Plastico,Hackers Original Soundtrack,21655578000,,
Madison Rose,Teenage Runaway - Single,21215705600,,
The Hash,Conflicted,20998857000,,
Эмма М,Плавишь,20540919200,,
Fool's Garden,Mega Hit 8,19919852280,,
Эмма М,Ключи от сердца,19732838400,,
El Tambor De La Tribu,Afinando Los Cueros,19366283138.46154,,
Neno Belan,Vino Noći,18751371389.999996,,
Jersey!,EP,18365760000,,
Neno Belan,Dolazi ljubav,16751865361.983469,,
Plastico,Hackers,16740243000,,
SANAM,Universally SANAM,16670978240,,
Madison Rose,rainbow phone,16380000000,,
The Hara,Be Somebody,15935920000,,
Ginge,Marília,14089628800,,
Madison Rose,DIAMONDS,13644852000,,
The Lionheads,Kids,12941245800,,
Fool's Garden,Once In A Blue Moon,12866853497.510204,Fools Garden,
Neno Belan,Rijeka snova,12727671000.000002,,
Scott & Brendo,Photographs,12441504000,,
Эмма М,Солью,12250444800,,
Китай,Сборник,12114306000,,
Jason Mraz Mash-Up With Chriss,Happy Feet Music From the Motion Picture,11739000000,,
Garness,The Good or Better Side of Things,11647022250,,
Neno Belan,The Ultimate Collection,11599848000,,
Christina Perri feat. Steve Kazee,The Twilight Saga: Breaking Dawn Part 2,11386032000,,
Эмма М,Искрами,11262240000,,
Mi Capitán,Sal corriendo,11066220000,,
Twiggys,Twiggys - The Album,11041206000,,
Scott & Brendo,Higher,10892712600,,
Those Who Dream,Life In Cyan,10820060437.5,,
SANAM,Hai Apna Dil To Aawara,10755360000,,
Ryokuoushoku Shakai,Mela!,10577799000,,
