Artist,Album,Weight,Tags,Published
Bring Me the Horizon,Suicide Season,49986810328.50727,"deathcore, metalcore, hardcore, albums I own, 2008","14 Aug 2010, 04:42"
Bring Me the Horizon,Count Your Blessings,31824721516.54165,"deathcore, metalcore, screamo, hardcore, albums I own","14 Aug 2010, 04:40"
We Butter the Bread With Butter,Der Tag an dem die Welt unterging,22203678762.777485,"deathcore, experimental, metalcore, electronic, grindcore","29 May 2011, 18:36"
Suicide Silence,The Cleansing,21350724171.814293,"deathcore, death metal, metalcore, grindcore, metal","30 Jul 2010, 21:46"
Bring Me the Horizon,That's The Spirit,21290340699.9684,"alternative rock, post-hardcore, 2015, alternative, alternative metal","23 Jul 2015, 18:57"
Born of Osiris,The Discovery,16459833938.58045,"Progressive deathcore, deathcore, Progressive metal, 2011, DJENT","24 Mar 2011, 03:59"
Bring Me the Horizon,"There Is a Hell Believe Me I've Seen It, There Is a Heaven Let's Keep It a Secret",14341347540.71207,"metalcore, post-hardcore, 2010, deathcore, screamo",
Suicide Silence,No Time to Bleed,13024527902.066252,"deathcore, 2009, death metal, metalcore, metal","02 Jun 2009, 18:03"
As Blood Runs Black,Allegiance,11966086827.697653,"deathcore, metalcore, death metal, metal, Melodic Deathcore",
Bring Me the Horizon,"There Is a Hell, Believe Me I've Seen It. There Is a Heaven, Let's Keep It a Secret",11916167729.920723,"metalcore, deathcore, hardcore, post-hardcore, 2010","01 Sep 2010, 02:39"
All Shall Perish,Awaken the Dreamers,11739288786.139456,"deathcore, death metal, Technical Death Metal, metalcore, Progressive deathcore",
We Butter the Bread With Butter,Das Monster aus dem Schrank,10845232841.905207,"deathcore, metalcore, electronica, experimental, grindcore",
All Shall Perish,The Price Of Existence,10107487146.49,"deathcore, metalcore, grindcore, death metal, 2006",
Veil of Maya,[id],9224832552.2332,"deathcore, Progressive metal, Progressive deathcore, Progressive, 2010","01 Jul 2012, 20:27"
Carnifex,The Diseased And The Poisoned,8546472232.959456,"deathcore, death metal, deathgrind, records of yo",
Whitechapel,This Is Exile,8445751748.666742,"deathcore, death metal, brutal deathcore, metalcore, albums I own","01 Aug 2010, 15:28"
