Artist,Album,Weight,Tags,Published
Rammstein,Mutter,92876071006.88725,"albums I own, industrial metal, industrial, german, metal","10 Sep 2009, 15:53"
Rammstein,"Reise, Reise",80761893573.33069,"industrial metal, albums I own, industrial, metal, 2004","13 Feb 2010, 12:52"
Rammstein,Rosenrot,63480232165.39118,"industrial metal, albums I own, Rammstein, industrial, 2005","11 Sep 2008, 16:55"
Rammstein,Liebe ist für alle da,40963366555.13624,"industrial metal, albums I own, Rammstein, 2009, german","23 Jan 2010, 17:51"
Rammstein,Herzeleid,40294631333.494774,"industrial metal, albums I own, german, industrial, Rammstein","17 Oct 2013, 12:31"
Rammstein,Sehnsucht,34222075677.581757,"industrial metal, albums I own, german, industrial, metal","13 Feb 2009, 21:58"
Rammstein,Rammstein,26740940368.018005,"industrial metal, 2019, metal, Neue Deutsche Harte, industrial","20 Aug 2008, 03:11"
Rammstein,Liebe ist fur alle da,16652599824.470434,"metal, industrial, industrial metal, Rammstein, 2009",
Static-X,Shadow Zone,12444786816.307545,"industrial metal, Nu Metal, metal, industrial, albums I own",
Deathstars,Termination Bliss,11972628934.277933,"industrial metal, albums I own, gothic industrial, swedish, Gothic Metal","09 Sep 2016, 05:32"
Pain,Cynic Paradise,10921375495.261387,"industrial metal, metal, swedish, albums I own, industrial","17 Apr 2010, 15:33"
Rob Zombie,Hellbilly Deluxe,9565313810.856012,"industrial metal, metal, albums I own, 1998, heavy metal","29 Jan 2010, 09:08"
Deathstars,Synthetic Generation,9343313196.980724,"industrial metal, albums I own, Goth Industrial metal, metal, industrial","09 Sep 2016, 05:26"
Deathstars,Night Electric Night,9308656884.287691,"industrial metal, Gothic Metal, 2009, albums I own, Gothic","20 May 2009, 21:32"
Rammstein,Liebe Ist für Alle Da (Special Edition),9179530872.51202,"metal, albums I own, industrial, german, industrial metal","17 Apr 2011, 10:06"
Dope,American Apathy,9162319391.438797,"industrial metal, Nu Metal, albums I own, rock, 2005",
Turmion Kätilöt,Hoitovirhe,8822036319.361635,"industrial metal, albums I own, metal, finnish, dance metal","11 Nov 2013, 21:45"
Static-X,Start a War,7708305984.347747,"industrial metal, Nu Metal, albums I own, metal, rock",
Turmion Kätilöt,Pirun Nyrkki,7608646562.096129,"industrial metal, albums I own, finnish, finnish metal, metal","11 Nov 2013, 22:06"
Lindemann,Skills in Pills,6696391043.458239,"industrial metal, 2015, metal, industrial, german","05 Mar 2018, 10:08"
Strapping Young Lad,Alien,6678837176.290565,"industrial metal, Progressive metal, albums I own, death metal, Extreme Metal",
Fear Factory,Mechanize,6478048858.459085,"industrial metal, groove metal, 2010, death metal, metal",
Pain,Nothing Remains The Same,6307606100.275805,"industrial metal, albums I own, industrial, swedish, industrial rock","19 Feb 2018, 15:42"
