Artist,Album,Weight,Tags,Published
Burzum,Filosofem,1016833455676.0593,"black metal, ambient black metal, atmospheric black metal, dark ambient, albums I own","27 Apr 2009, 23:26"
Bathory,Bathory,1004328819785.991,"black metal, thrash metal, old school black metal, 1984, albums I own","30 Apr 2009, 05:49"
Kvelertak,Kvelertak,399114345285.47577,"black metal, Black n Roll, 2010, hardcore punk, Stoner Rock","30 Jun 2010, 01:25"
Burzum,Hvis lyset tar oss,373064443820.78546,"black metal, ambient black metal, atmospheric black metal, albums I own, dark ambient","27 Apr 2009, 23:37"
Deafheaven,Sunbather,371160293713.7621,"2013, Post-Black Metal, blackgaze, Officially Shit, shit only a fag would listen to","04 Jun 2013, 01:21"
Mayhem,De Mysteriis Dom Sathanas,362603271549.8041,"black metal, Norwegian Black Metal, True Norwegian Black Metal, 1994, true black metal","08 Dec 2008, 19:43"
Burzum,Belus,346913333405.01154,"black metal, atmospheric black metal, Norwegian Black Metal, 2010, true black metal","21 Feb 2010, 18:24"
Mgła,Exercises in futility,334956552731.67316,"black metal, 2015, polish black metal, best of 2015, albums I own",
Immortal,Sons of Northern Darkness,306563607346.42365,"black metal, albums I own, Norwegian Black Metal, melodic black metal, True Norwegian Black Metal","18 Jan 2013, 22:51"
Summoning,Let Mortal Heroes Sing Your Fame,300161970314.2501,"black metal, atmospheric black metal, epic black metal, albums I own, 2001","24 Jul 2009, 19:32"
Immortal,At the Heart of Winter,296052008701.43353,"black metal, Norwegian Black Metal, melodic black metal, 1999, metal","18 Jan 2013, 22:46"
Batushka,Litourgiya,295454149845.05896,"black metal, doom metal, Orthodox Black Metal, 2015, polish","21 Dec 2015, 21:37"
Wolves in the Throne Room,Two Hunters,290407048524.6173,"black metal, atmospheric black metal, 2007, albums I own, ambient black metal","03 May 2014, 17:34"
Satyricon,"Now, Diabolical",290168966532.90643,"black metal, albums I own, Norwegian Black Metal, Black n Roll, metal","09 Nov 2008, 18:37"
Amesoeurs,Amesoeurs,285502251729.3321,"black metal, post-punk, shoegaze, atmospheric black metal, post-rock","12 Nov 2018, 03:03"
Shining,VI/Klagopsalmer,274942663799.55835,"black metal, Avant-Garde, depressive black metal",
