Artist,Album,Weight,Tags,Published
Night Sky,Sunrise / Summer,11189230650,,
Turdus Merula,Herbarium,3485926674.8458533,,
Starlit,Ataraxis,3390072623.4390655,"black metal, ambient, ambient black metal, atmospheric black metal, atmospheric",
Turdus Merula,Mentem recipere,2277472691.7493844,,
Starless Domain,EOS,1799875869.7674415,,
Drang,I,1128224148.8372092,"black metal, ambient, dark ambient, neoclassical, ambient black metal",
Ethere,Ethere,1023325360.1609657,,
Void of Reveries,Silenti etc es tantum Quietus,770214339.6067417,,
Vesperith,Vesperith,476057756.46410483,,
Godless Grace,Godless Grace,469274628.3783784,,
Eleea,I,453733491.5254237,"ambient black metal, atmospheric black metal, space black metal, funeral doom, space doom metal",
Arvorar,Fragments of Solitude,445243647.0588236,,
Drang,II,407921548.6725664,"dark ambient, ambient black metal, black metal, ambient, neoclassical",
Vindkast,Archaic Collapse,363901984.2970297,,
Sanctus Daemoneon,grey metropolis,303969714.04702973,,
Sanctus Daemoneon,The UnaVOIDable,302006442.87005645,,
Vaniardur,Nebula,279075000,,
Turdus Merula,Paths of Life,277059837.42331284,,
Sanctus Daemoneon,Nothingless Nothingness,269441820.11594206,,
Vindkaldr,Önd,232567832.29491174,,
Astral Rebirth,The Axis Of The Utter Black Ocean,198947711.73184356,,
Astarot,O Sentir Dunha Terra,195162145.27220628,,
Xerbittert,dark procession,191998019.76923075,,
Godless Grace,Уничтожение лживых надежд,184229651.1627907,,
Starlit,bfed1afac12f90c17456e4b5142559ca,167089440,,
Void of Reveries,Solitary Awakening,166266949.7487437,,
Vindkaldr,Sword Of Moss,152080966.99029127,,
Eichenwald,Eichenwald,148561337.91523483,"black metal, metal, ambient, USA, american",
Astarot,Vaginal Impalement,146481969.4678899,,
Turdus Merula,The Paths Of Life,132535395.5,,
Alpthraum,Eyes of a monument,121989422.53521125,,"04 Apr 2011, 06:10"
Solitude Project,Suicide Psychosis,119199614.03508773,,
Dûrcraban,Mélancholie De l'Ermite,115818473.07692307,,
Vindkaldr,Stone As Flesh,108152488.8888889,,
Starlit,Atraxis [CD],106032000,,
Trübe,Zone of Alienation,102094858.0994898,,
Vixenta,A Moment in Solace,98946124.6796393,,
De Grâce,Révélation,98560166.66666667,,
Gravsahl,When everything fades,96579000,,
niemandsluft,unter,91576026.1728395,,
Alpthraum,Chronophage,88180328.85674933,,
Vaniardur,Rhea Before Titan,86305992.13114753,,
Xerbittert,Monotone Hymns,84838412.19512194,,
In Flagrante Delicto,Ultio,83616573.03370787,,
Vindkaldr,Bragr,80625448.46938777,,
Astarot,Echoes of Mystical Forest,80418461.53846154,,
Alpthraum,Cacophonies From Six Nightmares,79126595.87378642,,
Astral Underground,Ratés,76475852.4590164,,
Drang,Ars Vivendi,75264000,"black metal, ambient, dark ambient, neoclassical, ambient black metal",
Drang,Ephemeros Reise EP,67246676.47058824,,
Xerbittert,Hymn to Oppressive Void,67167027.32240438,,
Astarot,Raw Sensation of Nostalgia and Nihilistic,61651618.22541966,,
Starlit,Still Here,61250696.62921348,,
Vindkaldr,Their Ships Sail From The Moon,60718896,,
Ethere,Ethere II,60626957.57575758,,
Gravsahl,... A Part of Nothing,54750413.79310344,,
Arvorar,Recede,51996033.87096774,,
Night Sky,Endorphine,51539867.59259259,,
Xerbittert,Secrecy,51062173.73737374,,
Lethal Diabolic,Hoathae Saitan!,51052748.20143885,,
Astarot,Gateway Microcosm,50322588.333333336,,
De Grâce,Jubilee Jamboree - 10 Years of TuT/RuR,50184299.99999999,,
Queen Of Heathens,Ethereality,50109346.15384616,,
Xerbittert,Black Fog,49778209.09090908,"ambient black metal, atmospheric black metal, depressive black metal, experimental black metal, raw black metal",
Drang,Ars Moriendi,49284507.04225352,"black metal, ambient, dark ambient, neoclassical, ambient black metal",
Vaniardur,Silmarillion,47652000,,
Vindkaldr,Miscreantic Mysteries And Invocations,47538974.11764707,,
Lethal Diabolic,Via Ad Aeternus Miseria,46314187.5,,
Astarot,Soul Suicide,45201175.51020408,,
Vesperith,Esoteros,44945450,,
niemandsluft,Herde In Elysium; Despoth Seit Stille,43861500.00000001,,
Uncaladon,Cassiopeia,42998812.5,,
Astarot,As Leaves Fall,38962485.4368932,"black metal, mexican, ambient black metal, atmospheric black metal",
Uncaladon,Interstellar Absorption,38712962.26415095,,
Atheria,Echo From Another Kingdom & Spectral Regression,38158834.87070114,,
Vaniardur,Nebulæ,37519032.774193555,,
Starlit,A Thousand Things I Could Tell You,35675251.92537313,,
Fimbles,Ultimate Pop Jr. Disc 1,33075000,,
Drang,Ephemeros Reise,31104000,"black metal, ambient, dark ambient, neoclassical, ambient black metal",
niemandsluft,HANG - Peregrinum Auditionis,30822230.769230768,,
Night Sky,Endorphine (Afternova Remix),29744000,,
Ethere,Ethere (Demo),29377028.571428567,,
Atheria,Echo From Another Kingdom,28785467.58241758,,
Lethal Diabolic,Rain and Echoes,27631395.348837208,,
Starless Domain,URSA,27580922.000000004,,
Astarot,Longa Noite de Pedra,26626375.878260866,,
Starlit,スターライトムーン,26541241.652892563,,
Astarot,Consume Your Guts,26488075.80174927,,
Starlit,Last.fm free recommended downloads for chewt0y's,25392000,,
Starlit,iNTRA--ExTRaVenous DRiP,25056300,,
Turdus Merula,Mentem Recipere [CD],24843000,,
Xerbittert,2010 - Dark Procession,24843000,,
Night Sky,Visions [ABCH023],24843000,,
Drang,Ad astra,22856387.75510204,"black metal, ambient, dark ambient, neoclassical, ambient black metal",
Sacerdos,Divinativa,22720537.77777778,,
612 Sacrifices,Eternal Sleep,22570666.666666664,,
Arvorar,Arvorar/The Descent of the Sun Split,22188000.000000004,,
Solitude Project,De Miseria Humanae Conditionis,21211949.206349205,,
Trhä,novej kalhnjënno,21050456.692913387,,
Sullen Sky,Morgenstund,20747220.77922078,,
