Artist,Album,Weight,Tags,Published
Back Alley Pep Rally,Back Alley Pep Rally,27155030995870.082,,
At The Onset,SoHo Artistry - Soundtrack for Your Life (Teaser Edition),5318840746714.286,,
In This Moment,Blood,2136871277158.4365,"metalcore, metal, alternative metal, 2012, industrial metal",
Avenged Sevenfold,Nightmare,1440778804249.802,"hard rock, 2010, heavy metal, metalcore, alternative metal","22 Jul 2010, 05:42"
Avenged Sevenfold,City of Evil,1338173288336.5574,"metal, hard rock, albums I own, metalcore, heavy metal","28 Jul 2020, 13:42"
Parkway Drive,Horizons,1215541929294.3599,"metalcore, hardcore, metal, 2007, albums I own","30 Jun 2013, 18:25"
August Burns Red,Leveler,1000609221212.3132,"metalcore, Technical Metalcore, 2011, hardcore, chickens","21 Jun 2011, 13:33"
Parkway Drive,Deep Blue,987934008584.417,"metalcore, hardcore, 2010, metal, melodic metalcore","08 Sep 2010, 13:48"
Bullet for My Valentine,Scream Aim Fire,970263920682.2208,"metalcore, albums I own, metal, thrash metal, heavy metal","05 Oct 2008, 04:41"
Avenged Sevenfold,Avenged Sevenfold,886652222695.9954,"hard rock, heavy metal, albums I own, metal, metalcore","19 Dec 2008, 20:24"
Bullet for My Valentine,The Poison,716782158620.7954,"metalcore, albums I own, metal, hardcore, emocore","05 Oct 2008, 04:34"
Avenged Sevenfold,Waking The Fallen,700323149090.4221,"metalcore, metal, albums I own, 2003, hard rock","20 Jul 2013, 08:29"
Killswitch Engage,As Daylight Dies,698209098800.5414,"metalcore, albums I own, metal, melodic metalcore, hardcore","19 Oct 2009, 14:11"
The Devil Wears Prada,With Roots Above and Branches Below,657916918044.2952,"metalcore, hardcore, Christian Metalcore, post-hardcore, christian","03 Jul 2009, 00:53"
Trivium,Shogun,644010541989.8624,"thrash metal, metalcore, metal, albums I own, best trivium album","30 Jul 2010, 23:03"
Parkway Drive,Killing With a Smile,608127628337.5035,"metalcore, metal, hardcore, melodic metalcore, 2005","30 Jun 2013, 18:24"
All That Remains,The Fall of Ideals,607647679712.5714,"metalcore, Melodic Death Metal, metal, albums I own, melodic metalcore","05 Nov 2008, 03:57"
Killswitch Engage,The End of Heartache,600463970572.8993,"metalcore, albums I own, metal, hardcore, Melodic Death Metal","11 Nov 2012, 15:32"
Architects,Lost Forever // Lost Together,594205168391.1123,"metalcore, post-hardcore, 2014, mathcore, Progressive Metalcore","28 Feb 2014, 08:10"
Bullet for My Valentine,Fever,588634436157.821,"metalcore, 2010, heavy metal, metal, melodic metalcore","01 May 2010, 19:59"
Lamb of God,Ashes Of The Wake,542725159813.84454,"albums I own, metalcore, groove metal, metal, thrash metal","25 Aug 2010, 13:29"
Chimaira,Resurrection,531709693888.3518,"metalcore, groove metal, metal, albums I own, thrash metal","16 Sep 2008, 15:57"
Trivium,In Waves,524117611837.95154,"metalcore, thrash metal, 2011, heavy metal, metal","07 Sep 2011, 19:34"
Trivium,Ascendancy,506967859345.5306,"metalcore, thrash metal, albums I own, metal, 2005","30 Jul 2010, 22:53"
As I Lay Dying,An Ocean Between Us,500746610593.0152,"metalcore, albums I own, Melodic Death Metal, hardcore, metal","05 Nov 2008, 04:09"
Architects,Hollow Crown,496984073734.3675,"metalcore, mathcore, hardcore, metal, math metal","25 Mar 2009, 08:35"
Protest the Hero,Fortress,496809646020.39545,"Progressive metal, Progressive Metalcore, mathcore, metalcore, albums I own","03 Aug 2008, 15:34"
Bullet for My Valentine,Hand of Blood,486297999513.53253,"metalcore, metal, hardcore, albums I own, British Metal","05 Oct 2008, 04:37"
Lamb of God,Sacrament,450785659531.21014,"metalcore, groove metal, thrash metal, albums I own, metal","25 Aug 2010, 13:28"
Parkway Drive,Atlas,442835604264.7113,"metalcore, hardcore, albums I own, 2012, melodic metalcore","11 Sep 2012, 15:20"
August Burns Red,Constellations,440890530352.287,"metalcore, Christian Metalcore, hardcore, 2009, Technical Metalcore","16 Oct 2012, 20:48"
Architects,All Our Gods Have Abandoned Us,438246707052.2773,"metalcore, 2016, Progressive Metalcore, post-hardcore, mathcore","02 May 2016, 16:01"
Architects,Daybreaker,429473909636.7468,"metalcore, mathcore, post-hardcore, hardcore, FUCKING AWESOME","01 Feb 2014, 22:49"
As I Lay Dying,Shadows Are Security,418566493635.55286,"metalcore, albums I own, metal, hardcore, 2005","30 Jul 2010, 22:47"
Heaven Shall Burn,Iconoclast,410729907486.7876,"metalcore, Melodic Death Metal, death metal, deathcore, metal",
Killswitch Engage,Alive or Just Breathing,363408903192.34814,"metalcore, albums I own, hardcore, metal, 2002","11 Nov 2012, 15:33"
Architects,The Here And Now,361198115486.815,"metalcore, post-hardcore, mathcore, hardcore, albums I own","16 Dec 2010, 20:57"
Five Finger Death Punch,The Way Of The Fist,350230983862.00793,"groove metal, metalcore, metal, thrash metal, heavy metal","24 Jul 2016, 08:27"
Architects,Holy Hell,335667255346.47925,"metalcore, 2018, Progressive Metalcore, metal, post-hardcore","09 Nov 2018, 20:24"
August Burns Red,Messengers,327138645311.5359,"metalcore, christian, mathcore, Technical Metalcore, hardcore",
Killswitch Engage,Killswitch Engage,322067052733.39514,"metalcore, metal, albums I own, 2000, hardcore","11 Nov 2012, 15:34"
As I Lay Dying,The Powerless Rise,310017505704.73865,"metalcore, 2010, Melodic Death Metal, Christian Metalcore, thrash metal","21 Aug 2010, 02:15"
Bullet for My Valentine,Scream Aim Fire (Japanese Edition),299743280402.0132,"metalcore, metal, not emo, heavy metal, alternative",
Bullet for My Valentine,The Poison Digipak,297131250362.6604,"metalcore, emo, post-hardcore, screamo, alternative metal",
The Ghost Inside,Get What You Give,276878338703.69104,"metalcore, hardcore, melodic hardcore, 2012, metal","30 Jun 2013, 13:09"
